index,date,Minimum Temperature,Maximum Temperature,Temperature,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Snow Depth,Cloud Cover
0,2018-01-01,6.1,11.1,7.654166666666666,73.35833333333333,,22.816666666666666,40.15,225.625,3.8454545454545452,0.05833333333333333,0.0,49.112500000000004
1,2018-01-02,5.0,7.0,5.858333333333333,78.52458333333333,,17.412499999999998,38.4,249.875,2.5791666666666666,0.05833333333333333,0.0,50.22083333333333
2,2018-01-03,4.9,10.0,7.608333333333333,75.905,,29.058333333333334,50.96666666666667,245.625,3.6999999999999997,0.35833333333333334,0.0,46.479166666666664
3,2018-01-04,5.2,10.0,6.629166666666666,86.93374999999999,,13.1875,55.1,258.75,3.7052631578947373,0.3041666666666667,0.0,46.8375
4,2018-01-05,6.2,9.1,7.958333333333333,85.07958333333333,,11.4,35.300000000000004,268.1666666666667,5.952941176470588,0.07916666666666666,0.0,46.137499999999996
5,2018-01-06,5.1,8.9,7.2375,93.13416666666666,,4.8875,,125.33333333333333,6.183333333333334,0.2833333333333333,0.0,44.40833333333333
6,2018-01-07,4.7,6.8,5.454166666666667,80.05291666666666,,17.849999999999998,32.53636363636363,64.25,2.025,0.10833333333333334,0.0,49.24166666666667
7,2018-01-08,4.7,6.2,5.375,77.87791666666666,,21.004166666666666,32.760000000000005,55.916666666666664,1.4583333333333333,0.0,0.0,51.84583333333333
8,2018-01-09,4.9,7.8,5.9750000000000005,78.06333333333333,,10.508333333333333,,122.95833333333333,2.9375,0.0,0.0,32.229166666666664
9,2018-01-10,5.0,9.2,6.645833333333333,87.58708333333334,,5.766666666666667,,125.5,5.4944444444444445,0.029166666666666664,0.0,48.9625
10,2018-01-11,5.1,7.8,6.345833333333334,93.05958333333332,,1.7708333333333333,,71.54166666666667,5.366666666666667,0.008333333333333333,0.0,50.9125
11,2018-01-12,5.0,7.0,6.0874999999999995,89.1025,,3.975,,87.91666666666667,5.038461538461538,0.0,0.0,50.862500000000004
12,2018-01-13,3.8,5.9,4.883333333333334,78.10541666666667,,12.549999999999999,,94.41666666666667,2.073913043478261,0.0,0.0,51.56666666666666
13,2018-01-14,0.1,4.2,2.4875000000000003,72.81541666666666,,14.204166666666666,,104.0,-1.1,0.0,0.0,37.5625
14,2018-01-15,-1.9,5.1,1.6416666666666666,85.83458333333334,,10.729166666666666,42.849999999999994,150.25,-1.12,0.09583333333333333,0.0,45.79583333333333
15,2018-01-16,3.8,8.8,6.220833333333334,76.71083333333333,,21.412499999999998,46.13333333333333,255.75,2.5958333333333337,0.016666666666666666,0.0,45.30416666666667
16,2018-01-17,0.9,4.2,3.204166666666667,75.78958333333334,,22.150000000000002,44.97777777777778,267.5,-1.3499999999999999,0.0375,0.0,41.625
17,2018-01-18,2.1,11.1,5.295833333333333,73.68083333333334,,22.729166666666668,48.67,256.125,1.1318181818181818,0.075,0.0,37.19166666666667
18,2018-01-19,-0.2,5.1,3.0749999999999997,79.64375,,14.433333333333332,31.7,265.9583333333333,-0.32916666666666666,0.029166666666666664,0.0,41.06666666666667
19,2018-01-20,0.1,3.2,1.2666666666666668,92.0825,,7.0625,,178.91666666666666,-1.3764705882352941,0.28750000000000003,0.0,47.824999999999996
20,2018-01-21,0.8,4.1,2.370833333333333,82.09875,,11.533333333333333,30.6,262.7916666666667,-0.8714285714285714,0.0,0.0,48.12083333333334
21,2018-01-22,0.1,5.9,2.375,93.63,,5.108333333333333,,244.33333333333334,0.37999999999999995,0.10833333333333334,0.0,50.45416666666667
22,2018-01-23,5.1,8.1,6.425,83.38208333333334,,11.066666666666668,,240.45833333333334,4.1863636363636365,0.0,0.0,50.69583333333333
23,2018-01-24,7.2,10.9,9.166666666666666,85.79041666666667,,14.316666666666665,,205.125,6.48125,0.0,0.0,51.27916666666667
24,2018-01-25,7.9,10.8,9.325,86.07166666666666,,9.770833333333334,,214.25,7.575,0.21666666666666667,0.0,47.612500000000004
25,2018-01-26,5.1,8.9,7.0375000000000005,90.08875,,2.620833333333333,,245.79166666666666,6.55,0.07916666666666666,0.0,47.012499999999996
26,2018-01-27,1.1,6.1,3.720833333333333,94.59249999999999,,6.45,,177.5,1.9411764705882353,0.0,0.0,43.987500000000004
27,2018-01-28,4.8,8.8,6.7124999999999995,84.52875,,17.691666666666666,,242.08333333333334,3.5541666666666667,0.0,0.0,51.36666666666667
28,2018-01-29,8.1,10.8,9.245833333333334,78.43041666666666,,20.791666666666668,37.1,248.375,6.06875,0.0,0.0,49.637499999999996
29,2018-01-30,1.8,9.7,5.9375,80.14916666666666,,7.454166666666667,,262.4166666666667,4.8375,0.020833333333333332,0.0,29.929166666666664
30,2018-01-31,4.8,9.1,7.079166666666667,87.39416666666666,,16.1125,42.675,254.25,4.442105263157895,0.09166666666666667,0.0,50.729166666666664
31,2018-02-01,0.0,5.9,3.295833333333333,83.50041666666667,,13.924999999999999,38.875,271.5833333333333,0.15,0.09166666666666667,0.0,35.704166666666666
32,2018-02-02,-0.9,4.0,1.8458333333333332,88.77833333333332,,11.325000000000001,,253.625,-1.1,0.08333333333333333,0.0,42.59583333333333
33,2018-02-03,-0.2,4.2,2.1708333333333334,83.26583333333333,,3.5625,,209.79166666666666,0.45,0.008333333333333333,0.0,50.291666666666664
34,2018-02-04,-0.2,0.9,0.4791666666666667,83.96875,,8.341666666666667,29.633333333333336,130.0,-3.13125,0.025000000000000005,0.0,50.74166666666667
35,2018-02-05,-0.9,3.8,0.4708333333333334,70.14833333333333,,16.854166666666668,29.03333333333333,58.708333333333336,-4.029166666666667,0.0,0.0,19.787499999999998
36,2018-02-06,-1.3,1.0,-0.19999999999999998,69.5425,,13.729166666666666,,58.791666666666664,-4.266666666666667,0.0,0.0,35.225
37,2018-02-07,-2.2,3.7,0.21250000000000002,73.75708333333334,,6.520833333333333,,99.20833333333333,-2.3789473684210525,0.0,0.0,2.783333333333333
38,2018-02-08,-3.2,1.9,-0.7625000000000001,76.64291666666666,,6.2,,92.625,-3.694736842105263,0.0,0.0,10.033333333333333
39,2018-02-09,-4.3,1.1,-1.1958333333333333,84.27291666666666,,3.279166666666667,,101.25,-1.822222222222222,0.0,0.0,44.93333333333334
40,2018-02-10,-0.9,3.1,1.4208333333333334,81.70333333333333,,6.620833333333334,,237.20833333333334,-0.4785714285714286,0.0,0.0,49.31666666666666
41,2018-02-11,0.1,3.9,1.6666666666666667,86.61874999999999,,13.666666666666666,37.1,230.08333333333334,-1.9875,0.025000000000000005,0.0,49.2875
42,2018-02-12,-2.0,4.7,1.3791666666666667,76.56,,12.704166666666666,37.1,277.875,-2.0826086956521737,0.0,0.0,33.12083333333333
43,2018-02-13,-3.9,4.2,-0.3541666666666666,72.99416666666667,,7.9750000000000005,,188.70833333333334,-2.7578947368421054,0.0,0.0,10.366666666666667
44,2018-02-14,-2.4,5.0,0.19166666666666662,63.40708333333333,,12.325000000000001,,103.875,-3.6291666666666664,0.0,0.0,0.17500000000000002
45,2018-02-15,-1.0,1.1,0.21250000000000002,84.7975,,6.008333333333333,,202.16666666666666,-3.3266666666666667,0.14166666666666666,0.0,36.50833333333333
46,2018-02-16,-1.7,7.2,2.0458333333333334,90.57,,3.2458333333333336,,140.29166666666666,2.0090909090909093,0.03333333333333333,0.0,28.045833333333334
47,2018-02-17,-0.9,4.1,1.820833333333333,77.37583333333333,,10.216666666666667,26.799999999999997,57.833333333333336,-1.0363636363636364,0.0,0.0,36.1
48,2018-02-18,-4.2,5.2,0.23750000000000002,78.87166666666667,,2.6875,,60.583333333333336,-1.0875,0.0,0.0,4.254166666666666
49,2018-02-19,-1.0,3.1,1.0083333333333333,73.79083333333334,,5.429166666666667,,104.45833333333333,-1.3352941176470587,0.0,0.0,47.89166666666667
50,2018-02-20,-1.0,4.1,1.3208333333333333,70.68875,,5.354166666666667,,67.29166666666667,-0.3333333333333333,0.0,0.0,32.25
51,2018-02-21,-0.1,6.0,2.1750000000000003,57.4025,,12.941666666666668,,64.58333333333333,-1.2434782608695654,0.0,0.0,6.3625
52,2018-02-22,-0.7,3.1,0.7999999999999999,52.27791666666667,,21.6125,39.09090909090909,46.708333333333336,-4.333333333333333,0.0,0.0,3.0625
53,2018-02-23,-2.9,2.2,-0.5791666666666666,46.111250000000005,,19.783333333333335,33.96086956521739,47.0,-5.875,0.0,0.0,0.0
54,2018-02-24,-4.3,3.9,-0.9958333333333332,43.43125,,25.420833333333334,41.33125,56.333333333333336,-7.066666666666666,0.0,0.0,0.0
55,2018-02-25,-6.2,-0.2,-3.2916666666666665,41.28958333333333,,23.5125,37.96,54.833333333333336,-9.895833333333334,0.0,0.0,0.0
56,2018-02-26,-6.9,-2.9,-4.795833333333333,51.50333333333333,,19.658333333333335,39.2,45.958333333333336,-10.941666666666668,0.0,0.0,26.5125
57,2018-02-27,-8.9,-3.0,-5.645833333333333,45.187083333333334,,18.412499999999998,29.60909090909091,50.875,-11.979166666666666,0.0,0.0,15.708333333333334
58,2018-02-28,-9.1,-3.1,-6.354166666666667,46.38,,22.22083333333333,37.08888888888889,72.29166666666667,-13.520833333333334,0.0,0.0,3.5625
59,2018-03-01,-7.1,0.8,-3.375,40.50833333333333,,26.575,38.741176470588236,87.83333333333333,-10.420833333333333,0.0,0.0,31.32083333333333
60,2018-03-02,-5.8,-0.2,-3.0083333333333333,51.33708333333333,,18.508333333333333,35.15,93.5,-8.595833333333333,0.029166666666666664,0.0,43.72083333333333
61,2018-03-03,-3.0,2.0,-0.75,81.82208333333334,,15.15,,52.458333333333336,-5.191666666666666,0.008333333333333333,0.0,64.57916666666667
62,2018-03-04,0.1,10.8,4.316666666666666,81.02541666666666,,9.466666666666667,,82.04166666666667,1.9823529411764707,0.0,0.0,32.574999999999996
63,2018-03-05,2.8,12.9,7.079166666666667,76.07833333333333,,6.041666666666667,,144.20833333333334,4.228571428571429,0.008333333333333333,0.0,27.179166666666664
64,2018-03-06,1.1,10.1,5.541666666666667,70.75333333333333,,4.429166666666666,,126.79166666666667,3.972727272727273,0.0,0.0,11.612499999999999
65,2018-03-07,0.7,8.8,5.241666666666666,85.75833333333333,,11.979166666666666,29.5,270.7083333333333,3.135294117647059,0.008333333333333333,0.0,43.637499999999996
